Time(h)	pH
40.83638889	7.52
40.83666667	7.51
40.83694444	7.52
40.83722222	7.52
40.8375	7.51
40.83777778	7.52
40.83805556	7.51
40.83833333	7.52
40.83861111	7.51
40.83888889	7.52
40.83916667	7.51
40.83944444	7.52
40.83972222	7.51
40.84	7.52
40.84027778	7.51
40.84055556	7.52
40.84083333	7.51
40.84111111	7.52
40.84138889	7.51
40.84166667	7.52
40.84194444	7.51
40.84222222	7.52
40.8425	7.51
40.84277778	7.52
40.84305556	7.51
40.84333333	7.52
40.84361111	7.51
40.84388889	7.52
40.84416667	7.51
40.84444444	7.52
40.84472222	7.52
40.845	7.52
40.84527778	7.52
40.84555556	7.52
40.84583333	7.52
40.84611111	7.52
40.84638889	7.52
40.84666667	7.51
40.84694444	7.52
40.84722222	7.51
40.8475	7.52
40.84777778	7.52
40.84805556	7.52
40.84833333	7.52
40.84861111	7.51
40.84888889	7.52
40.84916667	7.51
40.84944444	7.52
40.84972222	7.51
40.85	7.52
40.85027778	7.51
40.85055556	7.52
40.85083333	7.52
40.85111111	7.52
40.85138889	7.52
40.85166667	7.52
40.85194444	7.51
40.85222222	7.52
40.8525	7.52
40.85277778	7.52
40.85305556	7.52
40.85333333	7.51
40.85361111	7.52
40.85388889	7.51
40.85416667	7.52
40.85444444	7.51
40.85472222	7.52
40.855	7.51
40.85527778	7.52
40.85555556	7.51
40.85583333	7.52
40.85611111	7.51
40.85638889	7.52
40.85666667	7.51
40.85694444	7.52
40.85722222	7.52
40.8575	7.51
40.85777778	7.52
40.85805556	7.51
40.85833333	7.52
40.85861111	7.51
40.85888889	7.52
40.85916667	7.52
40.85944444	7.52
40.85972222	7.52
40.86	7.52
40.86027778	7.52
40.86055556	7.52
40.86083333	7.52
40.86111111	7.52
40.86138889	7.52
40.86166667	7.52
40.86194444	7.52
40.86222222	7.52
40.8625	7.52
40.86277778	7.52
40.86305556	7.52
40.86333333	7.52
40.86361111	7.52
40.86388889	7.52
40.86416667	7.52
40.86444444	7.52
40.86472222	7.52
40.865	7.52
40.86527778	7.52
40.86555556	7.52
40.86583333	7.52
40.86611111	7.52
40.86638889	7.52
40.86666667	7.52
40.86694444	7.52
40.86722222	7.52
40.8675	7.52
40.86777778	7.52
40.86805556	7.52
40.86833333	7.52
40.86861111	7.52
40.86888889	7.52
40.86916667	7.52
40.86944444	7.52
40.86972222	7.52
40.87	7.52
40.87027778	7.52
40.87055556	7.52
40.87083333	7.52
40.87111111	7.52
40.87138889	7.52
40.87166667	7.52
40.87194444	7.52
40.87222222	7.52
40.8725	7.52
40.87277778	7.52
40.87305556	7.52
40.87333333	7.52
40.87361111	7.52
40.87388889	7.52
40.87416667	7.52
40.87444444	7.52
40.87472222	7.52
40.875	7.52
40.87527778	7.52
40.87555556	7.52
40.87583333	7.52
40.87611111	7.52
40.87638889	7.52
40.87666667	7.52
40.87694444	7.52
40.87722222	7.52
40.8775	7.52
40.87777778	7.52
40.87805556	7.52
40.87833333	7.52
40.87861111	7.52
40.87888889	7.52
40.87916667	7.52
40.87944444	7.52
40.87972222	7.52
40.88	7.52
40.88027778	7.52
40.88055556	7.52
40.88083333	7.52
40.88111111	7.52
40.88138889	7.52
40.88166667	7.52
40.88194444	7.52
40.88222222	7.52
40.8825	7.52
40.88277778	7.52
40.88305556	7.52
40.88333333	7.52
40.88361111	7.52
40.88388889	7.52
40.88416667	7.52
40.88444444	7.52
40.88472222	7.52
40.885	7.52
40.88527778	7.52
40.88555556	7.52
40.88583333	7.52
40.88611111	7.52
40.88638889	7.52
40.88666667	7.52
40.88694444	7.52
40.88722222	7.52
40.8875	7.52
40.88777778	7.52
40.88805556	7.52
40.88833333	7.52
40.88861111	7.52
40.88888889	7.52
40.88916667	7.52
40.88944444	7.52
40.88972222	7.52
40.89	7.52
40.89027778	7.52
40.89055556	7.52
40.89083333	7.52
40.89111111	7.53
40.89138889	7.52
40.89166667	7.52
40.89194444	7.52
40.89222222	7.52
40.8925	7.52
40.89277778	7.53
40.89305556	7.52
40.89333333	7.52
40.89361111	7.52
40.89388889	7.52
40.89416667	7.52
40.89444444	7.52
40.89472222	7.52
40.895	7.52
40.89527778	7.52
40.89555556	7.52
40.89583333	7.52
40.89611111	7.52
40.89638889	7.52
40.89666667	7.52
40.89694444	7.52
40.89722222	7.52
40.8975	7.52
40.89777778	7.52
40.89805556	7.52
40.89833333	7.52
40.89861111	7.52
40.89888889	7.52
40.89916667	7.52
40.89944444	7.52
40.89972222	7.52
40.9	7.52
40.90027778	7.52
40.90055556	7.52
40.90083333	7.52
40.90111111	7.53
40.90138889	7.53
40.90166667	7.53
40.90194444	7.52
40.90222222	7.53
40.9025	7.52
40.90277778	7.53
40.90305556	7.52
40.90333333	7.53
40.90361111	7.52
40.90388889	7.53
40.90416667	7.52
40.90444444	7.53
40.90472222	7.52
40.905	7.53
40.90527778	7.52
40.90555556	7.53
40.90583333	7.52
40.90611111	7.53
40.90638889	7.52
40.90666667	7.53
40.90694444	7.52
40.90722222	7.52
40.9075	7.53
40.90777778	7.53
40.90805556	7.53
40.90833333	7.53
40.90861111	7.53
40.90888889	7.52
40.90916667	7.53
40.90944444	7.52
40.90972222	7.53
40.91	7.52
40.91027778	7.53
40.91055556	7.52
40.91083333	7.53
40.91111111	7.52
40.91138889	7.53
40.91166667	7.52
40.91194444	7.53
40.91222222	7.52
40.9125	7.53
40.91277778	7.53
40.91305556	7.53
40.91333333	7.53
40.91361111	7.53
40.91388889	7.53
40.91416667	7.53
40.91444444	7.53
40.91472222	7.52
40.915	7.53
40.91527778	7.53
40.91555556	7.53
40.91583333	7.53
40.91611111	7.53
40.91638889	7.52
40.91666667	7.53
40.91694444	7.52
40.91722222	7.53
40.9175	7.53
40.91777778	7.53
40.91805556	7.53
40.91833333	7.53
40.91861111	7.53
40.91888889	7.53
40.91916667	7.53
40.91944444	7.53
40.91972222	7.53
40.92	7.53
40.92027778	7.53
40.92055556	7.53
40.92083333	7.53
40.92111111	7.53
40.92138889	7.53
40.92166667	7.53
40.92194444	7.53
40.92222222	7.53
40.9225	7.53
40.92277778	7.53
40.92305556	7.53
40.92333333	7.53
40.92361111	7.53
40.92388889	7.52
40.92416667	7.53
40.92444444	7.52
40.92472222	7.53
40.925	7.52
40.92527778	7.53
40.92555556	7.52
40.92583333	7.53
40.92611111	7.53
40.92638889	7.53
40.92666667	7.53
40.92694444	7.52
40.92722222	7.53
40.9275	7.52
40.92777778	7.53
40.92805556	7.52
40.92833333	7.53
40.92861111	7.52
40.92888889	7.53
40.92916667	7.53
40.92944444	7.53
40.92972222	7.53
40.93	7.53
40.93027778	7.53
40.93055556	7.53
40.93083333	7.53
40.93111111	7.53
40.93138889	7.53
40.93166667	7.52
40.93194444	7.53
40.93222222	7.53
40.9325	7.53
40.93277778	7.53
40.93305556	7.53
40.93333333	7.53
40.93361111	7.53
40.93388889	7.53
40.93416667	7.53
40.93444444	7.53
40.93472222	7.53
40.935	7.53
40.93527778	7.53
40.93555556	7.53
40.93583333	7.53
40.93611111	7.53
40.93638889	7.53
40.93666667	7.53
40.93694444	7.53
40.93722222	7.53
40.9375	7.53
40.93777778	7.53
40.93805556	7.53
40.93833333	7.52
40.93861111	7.53
40.93888889	7.53
40.93916667	7.53
40.93944444	7.53
40.93972222	7.53
40.94	7.53
40.94027778	7.53
40.94055556	7.53
40.94083333	7.53
40.94111111	7.53
40.94138889	7.53
40.94166667	7.53
40.94194444	7.53
40.94222222	7.53
40.9425	7.53
40.94277778	7.53
40.94305556	7.53
40.94333333	7.53
40.94361111	7.53
40.94388889	7.53
40.94416667	7.53
40.94444444	7.53
40.94472222	7.53
40.945	7.53
40.94527778	7.53
40.94555556	7.53
40.94583333	7.53
40.94611111	7.53
40.94638889	7.53
40.94666667	7.53
40.94694444	7.53
40.94722222	7.53
40.9475	7.53
40.94777778	7.54
40.94805556	7.53
40.94833333	7.54
40.94861111	7.53
40.94888889	7.53
40.94916667	7.53
40.94944444	7.53
40.94972222	7.54
40.95	7.53
40.95027778	7.54
40.95055556	7.53
40.95083333	7.54
40.95111111	7.53
40.95138889	7.53
40.95166667	7.54
40.95194444	7.53
40.95222222	7.54
40.9525	7.53
40.95277778	7.54
40.95305556	7.53
40.95333333	7.54
40.95361111	7.53
40.95388889	7.54
40.95416667	7.53
40.95444444	7.54
40.95472222	7.53
40.955	7.54
40.95527778	7.54
40.95555556	7.53
40.95583333	7.54
40.95611111	7.53
40.95638889	7.54
40.95666667	7.53
40.95694444	7.54
40.95722222	7.53
40.9575	7.54
40.95777778	7.53
40.95805556	7.54
40.95833333	7.53
40.95861111	7.54
40.95888889	7.53
40.95916667	7.54
40.95944444	7.53
40.95972222	7.54
40.96	7.53
40.96027778	7.54
40.96055556	7.53
40.96083333	7.54
40.96111111	7.53
40.96138889	7.54
40.96166667	7.53
40.96194444	7.53
40.96222222	7.53
40.9625	7.53
40.96277778	7.53
40.96305556	7.53
40.96333333	7.54
40.96361111	7.53
40.96388889	7.54
40.96416667	7.53
40.96444444	7.54
40.96472222	7.53
40.965	7.54
40.96527778	7.53
40.96555556	7.54
40.96583333	7.53
40.96611111	7.54
40.96638889	7.53
40.96666667	7.54
40.96694444	7.53
40.96722222	7.54
40.9675	7.53
40.96777778	7.53
40.96805556	7.53
40.96833333	7.53
40.96861111	7.54
40.96888889	7.53
40.96916667	7.54
40.96944444	7.53
40.96972222	7.54
40.97	7.53
40.97027778	7.54
40.97055556	7.53
40.97083333	7.54
40.97111111	7.53
40.97138889	7.54
40.97166667	7.53
40.97194444	7.54
40.97222222	7.53
40.9725	7.54
40.97277778	7.53
40.97305556	7.54
40.97333333	7.53
40.97361111	7.54
40.97388889	7.53
40.97416667	7.54
40.97444444	7.54
40.97472222	7.54
40.975	7.54
40.97527778	7.54
40.97555556	7.54
40.97583333	7.54
40.97611111	7.54
40.97638889	7.53
40.97666667	7.54
40.97694444	7.53
40.97722222	7.54
40.9775	7.53
40.97777778	7.54
40.97805556	7.53
40.97833333	7.54
40.97861111	7.53
40.97888889	7.54
40.97916667	7.53
40.97944444	7.54
40.97972222	7.53
40.98	7.54
40.98027778	7.53
40.98055556	7.53
40.98083333	7.53
40.98111111	7.53
40.98138889	7.54
40.98166667	7.53
40.98194444	7.54
40.98222222	7.53
40.9825	7.54
40.98277778	7.53
40.98305556	7.54
40.98333333	7.53
40.98361111	7.54
40.98388889	7.53
40.98416667	7.54
40.98444444	7.53
40.98472222	7.54
40.985	7.53
40.98527778	7.54
40.98555556	7.53
40.98583333	7.54
40.98611111	7.53
40.98638889	7.54
40.98666667	7.54
40.98694444	7.54
40.98722222	7.53
40.9875	7.54
40.98777778	7.54
40.98805556	7.54
40.98833333	7.54
40.98861111	7.54
40.98888889	7.54
40.98916667	7.53
40.98944444	7.54
40.98972222	7.54
40.99	7.54
40.99027778	7.54
40.99055556	7.54
40.99083333	7.54
40.99111111	7.54
40.99138889	7.54
40.99166667	7.53
40.99194444	7.54
40.99222222	7.53
40.9925	7.54
40.99277778	7.53
40.99305556	7.54
40.99333333	7.54
40.99361111	7.54
40.99388889	7.54
40.99416667	7.54
40.99444444	7.54
40.99472222	7.54
40.995	7.54
40.99527778	7.54
40.99555556	7.54
40.99583333	7.54
40.99611111	7.54
40.99638889	7.54
40.99666667	7.54
40.99694444	7.54
40.99722222	7.54
40.9975	7.54
40.99777778	7.54
40.99805556	7.54
40.99833333	7.53
40.99861111	7.54
40.99888889	7.54
40.99916667	7.54
40.99944444	7.54
40.99972222	7.54
41	7.54
41.00027778	7.54
41.00055556	7.54
41.00083333	7.54
41.00111111	7.54
41.00138889	7.54
41.00166667	7.54
41.00194444	7.54
41.00222222	7.54
41.0025	7.54
41.00277778	7.54
41.00305556	7.54
41.00333333	7.54
41.00361111	7.54
41.00388889	7.54
41.00416667	7.54
41.00444444	7.54
41.00472222	7.54
41.005	7.54
41.00527778	7.54
41.00555556	7.54
41.00583333	7.54
41.00611111	7.54
41.00638889	7.54
41.00666667	7.54
41.00694444	7.54
41.00722222	7.54
41.0075	7.54
41.00777778	7.54
41.00805556	7.54
41.00833333	7.54
41.00861111	7.55
41.00888889	7.54
41.00916667	7.55
41.00944444	7.54
41.00972222	7.55
41.01	7.54
41.01027778	7.55
41.01055556	7.54
41.01083333	7.55
41.01111111	7.54
41.01138889	7.55
41.01166667	7.54
41.01194444	7.55
41.01222222	7.54
41.0125	7.54
41.01277778	7.54
41.01305556	7.54
41.01333333	7.54
41.01361111	7.54
41.01388889	7.54
41.01416667	7.54
41.01444444	7.54
41.01472222	7.54
41.015	7.55
41.01527778	7.54
41.01555556	7.54
41.01583333	7.54
41.01611111	7.54
41.01638889	7.54
41.01666667	7.54
41.01694444	7.54
41.01722222	7.54
41.0175	7.54
41.01777778	7.54
41.01805556	7.54
41.01833333	7.54
41.01861111	7.54
41.01888889	7.54
41.01916667	7.55
41.01944444	7.54
41.01972222	7.55
41.02	7.54
41.02027778	7.54
41.02055556	7.54
41.02083333	7.54
41.02111111	7.54
41.02138889	7.54
41.02166667	7.54
41.02194444	7.54
41.02222222	7.54
41.0225	7.54
41.02277778	7.54
41.02305556	7.54
41.02333333	7.54
41.02361111	7.54
41.02388889	7.55
41.02416667	7.54
41.02444444	7.55
41.02472222	7.54
41.025	7.55
41.02527778	7.54
41.02555556	7.55
41.02583333	7.54
41.02611111	7.55
41.02638889	7.54
41.02666667	7.55
41.02694444	7.54
41.02722222	7.55
41.0275	7.54
41.02777778	7.54
41.02805556	7.54
41.02833333	7.54
41.02861111	7.55
41.02888889	7.54
41.02916667	7.55
41.02944444	7.54
41.02972222	7.55
41.03	7.54
41.03027778	7.55
41.03055556	7.54
41.03083333	7.55
41.03111111	7.54
41.03138889	7.54
41.03166667	7.54
41.03194444	7.54
41.03222222	7.54
41.0325	7.54
41.03277778	7.54
41.03305556	7.54
41.03333333	7.54
41.03361111	7.54
41.03388889	7.54
41.03416667	7.54
41.03444444	7.55
41.03472222	7.54
41.035	7.55
41.03527778	7.54
41.03555556	7.55
41.03583333	7.54
41.03611111	7.55
41.03638889	7.54
41.03666667	7.55
41.03694444	7.54
41.03722222	7.55
41.0375	7.54
41.03777778	7.55
41.03805556	7.54
41.03833333	7.55
41.03861111	7.54
41.03888889	7.55
41.03916667	7.54
41.03944444	7.55
41.03972222	7.54
41.04	7.55
41.04027778	7.54
41.04055556	7.55
41.04083333	7.54
41.04111111	7.55
41.04138889	7.54
41.04166667	7.55
41.04194444	7.54
41.04222222	7.55
41.0425	7.54
41.04277778	7.55
41.04305556	7.54
41.04333333	7.55
41.04361111	7.55
41.04388889	7.55
41.04416667	7.54
41.04444444	7.55
41.04472222	7.55
41.045	7.55
41.04527778	7.55
41.04555556	7.55
41.04583333	7.54
41.04611111	7.55
41.04638889	7.55
41.04666667	7.55
41.04694444	7.55
41.04722222	7.55
41.0475	7.54
41.04777778	7.55
41.04805556	7.54
41.04833333	7.55
41.04861111	7.54
41.04888889	7.55
41.04916667	7.54
41.04944444	7.55
41.04972222	7.54
41.05	7.55
41.05027778	7.54
41.05055556	7.55
41.05083333	7.54
41.05111111	7.55
41.05138889	7.54
41.05166667	7.55
41.05194444	7.54
41.05222222	7.55
41.0525	7.54
41.05277778	7.55
41.05305556	7.54
41.05333333	7.55
41.05361111	7.54
41.05388889	7.55
41.05416667	7.54
41.05444444	7.55
41.05472222	7.54
41.055	7.55
41.05527778	7.55
41.05555556	7.55
41.05583333	7.54
41.05611111	7.55
41.05638889	7.55
41.05666667	7.55
41.05694444	7.55
41.05722222	7.55
41.0575	7.55
41.05777778	7.54
41.05805556	7.55
41.05833333	7.55
41.05861111	7.55
41.05888889	7.55
41.05916667	7.55
41.05944444	7.55
41.05972222	7.55
41.06	7.55
41.06027778	7.54
41.06055556	7.55
41.06083333	7.54
41.06111111	7.55
41.06138889	7.54
41.06166667	7.55
41.06194444	7.55
41.06222222	7.55
41.0625	7.54
41.06277778	7.55
41.06305556	7.54
41.06333333	7.55
41.06361111	7.54
41.06388889	7.55
41.06416667	7.54
41.06444444	7.55
41.06472222	7.54
41.065	7.55
41.06527778	7.54
41.06555556	7.55
41.06583333	7.54
41.06611111	7.55
41.06638889	7.54
41.06666667	7.55
41.06694444	7.55
41.06722222	7.55
41.0675	7.55
41.06777778	7.55
41.06805556	7.55
41.06833333	7.55
41.06861111	7.55
41.06888889	7.55
41.06916667	7.55
41.06944444	7.55
41.06972222	7.55
41.07	7.55
41.07027778	7.55
41.07055556	7.55
41.07083333	7.55
41.07111111	7.55
41.07138889	7.55
41.07166667	7.55
41.07194444	7.55
41.07222222	7.55
41.0725	7.55
41.07277778	7.55
41.07305556	7.55
41.07333333	7.55
41.07361111	7.55
41.07388889	7.55
41.07416667	7.55
41.07444444	7.55
41.07472222	7.55
41.075	7.55
41.07527778	7.55
41.07555556	7.55
41.07583333	7.55
41.07611111	7.55
41.07638889	7.55
41.07666667	7.55
41.07694444	7.55
41.07722222	7.55
41.0775	7.55
41.07777778	7.55
41.07805556	7.55
41.07833333	7.55
41.07861111	7.55
41.07888889	7.55
41.07916667	7.55
41.07944444	7.55
41.07972222	7.55
41.08	7.55
41.08027778	7.56
41.08055556	7.55
41.08083333	7.55
41.08111111	7.55
41.08138889	7.55
41.08166667	7.55
41.08194444	7.55
41.08222222	7.55
41.0825	7.55
41.08277778	7.55
41.08305556	7.55
41.08333333	7.55
41.08361111	7.55
41.08388889	7.55
41.08416667	7.55
41.08444444	7.55
41.08472222	7.55
41.085	7.56
41.08527778	7.55
41.08555556	7.56
41.08583333	7.55
41.08611111	7.56
41.08638889	7.55
41.08666667	7.55
41.08694444	7.55
41.08722222	7.55
41.0875	7.55
41.08777778	7.55
41.08805556	7.55
41.08833333	7.55
41.08861111	7.55
41.08888889	7.55
41.08916667	7.55
41.08944444	7.55
41.08972222	7.56
41.09	7.55
41.09027778	7.56
41.09055556	7.55
41.09083333	7.56
41.09111111	7.55
41.09138889	7.56
41.09166667	7.55
41.09194444	7.55
41.09222222	7.55
41.0925	7.56
41.09277778	7.55
41.09305556	7.56
41.09333333	7.55
41.09361111	7.55
41.09388889	7.55
41.09416667	7.55
41.09444444	7.56
41.09472222	7.55
41.095	7.56
41.09527778	7.55
41.09555556	7.56
41.09583333	7.55
41.09611111	7.56
41.09638889	7.55
41.09666667	7.55
41.09694444	7.55
41.09722222	7.55
41.0975	7.56
41.09777778	7.55
41.09805556	7.56
41.09833333	7.55
41.09861111	7.56
41.09888889	7.55
41.09916667	7.56
41.09944444	7.55
41.09972222	7.56
41.1	7.55
41.10027778	7.55
41.10055556	7.56
41.10083333	7.55
41.10111111	7.56
41.10138889	7.55
41.10166667	7.56
41.10194444	7.55
41.10222222	7.56
41.1025	7.56
41.10277778	7.55
41.10305556	7.56
41.10333333	7.55
41.10361111	7.56
41.10388889	7.55
41.10416667	7.56
41.10444444	7.55
41.10472222	7.56
41.105	7.56
41.10527778	7.56
41.10555556	7.56
41.10583333	7.55
41.10611111	7.56
41.10638889	7.56
41.10666667	7.56
41.10694444	7.56
41.10722222	7.55
41.1075	7.56
41.10777778	7.55
41.10805556	7.56
41.10833333	7.56
41.10861111	7.55
41.10888889	7.56
41.10916667	7.55
41.10944444	7.56
41.10972222	7.56
41.11	7.56
41.11027778	7.56
41.11055556	7.55
41.11083333	7.56
41.11111111	7.55
41.11138889	7.56
41.11166667	7.55
41.11194444	7.56
41.11222222	7.56
41.1125	7.56
41.11277778	7.56
41.11305556	7.56
41.11333333	7.56
41.11361111	7.56
41.11388889	7.56
41.11416667	7.56
41.11444444	7.56
41.11472222	7.55
41.115	7.56
41.11527778	7.56
41.11555556	7.56
41.11583333	7.56
41.11611111	7.56
41.11638889	7.56
41.11666667	7.56
41.11694444	7.56
41.11722222	7.56
41.1175	7.56
41.11777778	7.55
41.11805556	7.56
41.11833333	7.55
41.11861111	7.56
41.11888889	7.55
41.11916667	7.56
41.11944444	7.55
41.11972222	7.56
41.12	7.56
41.12027778	7.56
41.12055556	7.56
41.12083333	7.55
41.12111111	7.56
41.12138889	7.55
41.12166667	7.56
41.12194444	7.56
41.12222222	7.56
41.1225	7.56
41.12277778	7.56
41.12305556	7.56
41.12333333	7.55
41.12361111	7.56
41.12388889	7.55
41.12416667	7.56
41.12444444	7.56
41.12472222	7.56
41.125	7.56
41.12527778	7.55
41.12555556	7.56
41.12583333	7.56
41.12611111	7.56
41.12638889	7.56
41.12666667	7.56
41.12694444	7.56
41.12722222	7.56
41.1275	7.56
41.12777778	7.55
41.12805556	7.56
41.12833333	7.55
41.12861111	7.55
41.12888889	7.56
41.12916667	7.55
41.12944444	7.56
41.12972222	7.55
41.13	7.56
41.13027778	7.56
41.13055556	7.55
41.13083333	7.56
41.13111111	7.55
41.13138889	7.56
41.13166667	7.55
41.13194444	7.56
41.13222222	7.55
41.1325	7.55
41.13277778	7.56
41.13305556	7.55
41.13333333	7.56
41.13361111	7.55
41.13388889	7.56
41.13416667	7.55
41.13444444	7.56
41.13472222	7.56
41.135	7.56
41.13527778	7.56
41.13555556	7.55
41.13583333	7.56
41.13611111	7.55
41.13638889	7.56
41.13666667	7.56
41.13694444	7.56
41.13722222	7.56
41.1375	7.56
41.13777778	7.56
41.13805556	7.55
41.13833333	7.56
41.13861111	7.55
41.13888889	7.56
41.13916667	7.56
41.13944444	7.56
41.13972222	7.56
41.14	7.55
41.14027778	7.56
41.14055556	7.55
41.14083333	7.56
41.14111111	7.56
41.14138889	7.56
41.14166667	7.56
41.14194444	7.56
41.14222222	7.56
41.1425	7.56
41.14277778	7.56
41.14305556	7.56
41.14333333	7.56
41.14361111	7.56
41.14388889	7.56
41.14416667	7.56
41.14444444	7.56
41.14472222	7.56
41.145	7.56
41.14527778	7.56
41.14555556	7.56
41.14583333	7.56
41.14611111	7.56
41.14638889	7.56
41.14666667	7.56
41.14694444	7.56
41.14722222	7.56
41.1475	7.56
41.14777778	7.56
41.14805556	7.56
41.14833333	7.56
41.14861111	7.56
41.14888889	7.56
41.14916667	7.56
41.14944444	7.56
41.14972222	7.56
41.15	7.56
41.15027778	7.56
41.15055556	7.56
41.15083333	7.56
41.15111111	7.56
41.15138889	7.56
41.15166667	7.56
41.15194444	7.56
41.15222222	7.56
41.1525	7.56
41.15277778	7.56
41.15305556	7.56
41.15333333	7.56
41.15361111	7.56
41.15388889	7.56
41.15416667	7.56
41.15444444	7.56
41.15472222	7.56
41.155	7.56
41.15527778	7.56
41.15555556	7.56
41.15583333	7.56
41.15611111	7.57
41.15638889	7.56
41.15666667	7.56
41.15694444	7.56
41.15722222	7.56
41.1575	7.56
41.15777778	7.57
41.15805556	7.56
41.15833333	7.57
41.15861111	7.56
41.15888889	7.56
41.15916667	7.56
41.15944444	7.57
41.15972222	7.56
41.16	7.57
41.16027778	7.56
41.16055556	7.56
41.16083333	7.56
41.16111111	7.57
41.16138889	7.56
41.16166667	7.56
41.16194444	7.56
41.16222222	7.56
41.1625	7.56
41.16277778	7.56
41.16305556	7.56
41.16333333	7.56
41.16361111	7.56
41.16388889	7.56
41.16416667	7.56
41.16444444	7.57
41.16472222	7.56
41.165	7.57
41.16527778	7.56
41.16555556	7.56
41.16583333	7.56
41.16611111	7.56
41.16638889	7.56
41.16666667	7.56
41.16694444	7.56
41.16722222	7.56
41.1675	7.56
41.16777778	7.56
41.16805556	7.56
41.16833333	7.56
41.16861111	7.56
41.16888889	7.56
41.16916667	7.56
41.16944444	7.56
41.16972222	7.56
41.17	7.56
41.17027778	7.56
41.17055556	7.56
41.17083333	7.56
41.17111111	7.57
41.17138889	7.56
41.17166667	7.57
41.17194444	7.56
41.17222222	7.57
41.1725	7.56
41.17277778	7.57
41.17305556	7.56
41.17333333	7.57
41.17361111	7.56
41.17388889	7.57
41.17416667	7.56
41.17444444	7.57
41.17472222	7.56
41.175	7.57
41.17527778	7.56
41.17555556	7.57
41.17583333	7.56
41.17611111	7.56
41.17638889	7.56
41.17666667	7.56
41.17694444	7.57
41.17722222	7.56
41.1775	7.57
41.17777778	7.56
41.17805556	7.57
41.17833333	7.56
41.17861111	7.56
41.17888889	7.56
41.17916667	7.56
41.17944444	7.56
41.17972222	7.56
41.18	7.57
41.18027778	7.56
41.18055556	7.57
41.18083333	7.56
41.18111111	7.56
41.18138889	7.56
41.18166667	7.56
41.18194444	7.56
41.18222222	7.56
41.1825	7.57
41.18277778	7.56
41.18305556	7.56
41.18333333	7.56
41.18361111	7.57
41.18388889	7.56
41.18416667	7.56
41.18444444	7.56
41.18472222	7.56
41.185	7.56
41.18527778	7.56
41.18555556	7.56
41.18583333	7.56
41.18611111	7.56
41.18638889	7.56
41.18666667	7.57
41.18694444	7.56
41.18722222	7.56
41.1875	7.56
41.18777778	7.56
41.18805556	7.57
41.18833333	7.56
41.18861111	7.57
41.18888889	7.56
41.18916667	7.56
41.18944444	7.57
41.18972222	7.56
41.19	7.57
41.19027778	7.56
41.19055556	7.56
41.19083333	7.57
41.19111111	7.56
41.19138889	7.57
41.19166667	7.56
41.19194444	7.57
41.19222222	7.56
41.1925	7.56
41.19277778	7.56
41.19305556	7.56
41.19333333	7.57
41.19361111	7.56
41.19388889	7.57
41.19416667	7.56
41.19444444	7.56
41.19472222	7.56
41.195	7.56
41.19527778	7.57
41.19555556	7.56
41.19583333	7.57
41.19611111	7.56
41.19638889	7.57
41.19666667	7.56
41.19694444	7.57
41.19722222	7.57
41.1975	7.56
41.19777778	7.57
41.19805556	7.56
41.19833333	7.57
41.19861111	7.56
41.19888889	7.57
41.19916667	7.56
41.19944444	7.57
41.19972222	7.56
41.2	7.56
41.20027778	7.57
41.20055556	7.56
41.20083333	7.57
41.20111111	7.56
41.20138889	7.57
41.20166667	7.56
41.20194444	7.57
41.20222222	7.56
41.2025	7.57
41.20277778	7.56
41.20305556	7.57
41.20333333	7.56
41.20361111	7.57
41.20388889	7.56
41.20416667	7.56
41.20444444	7.56
41.20472222	7.56
41.205	7.56
41.20527778	7.56
41.20555556	7.56
41.20583333	7.56
41.20611111	7.56
41.20638889	7.56
41.20666667	7.56
41.20694444	7.56
41.20722222	7.57
41.2075	7.56
41.20777778	7.57
41.20805556	7.56
41.20833333	7.57
41.20861111	7.56
41.20888889	7.56
41.20916667	7.56
41.20944444	7.56
41.20972222	7.56
41.21	7.56
41.21027778	7.56
41.21055556	7.56
41.21083333	7.57
41.21111111	7.56
41.21138889	7.56
41.21166667	7.56
41.21194444	7.56
41.21222222	7.57
41.2125	7.56
41.21277778	7.56
41.21305556	7.56
41.21333333	7.56
41.21361111	7.56
41.21388889	7.56
41.21416667	7.56
41.21444444	7.56
41.21472222	7.56
41.215	7.56
41.21527778	7.56
41.21555556	7.56
41.21583333	7.56
41.21611111	7.56
41.21638889	7.56
41.21666667	7.57
41.21694444	7.56
41.21722222	7.57
41.2175	7.56
41.21777778	7.56
41.21805556	7.56
41.21833333	7.56
41.21861111	7.57
41.21888889	7.56
41.21916667	7.57
41.21944444	7.56
41.21972222	7.57
41.22	7.56
41.22027778	7.57
41.22055556	7.56
41.22083333	7.57
41.22111111	7.56
41.22138889	7.57
41.22166667	7.56
41.22194444	7.57
41.22222222	7.56
41.2225	7.57
41.22277778	7.56
41.22305556	7.57
41.22333333	7.56
41.22361111	7.57
41.22388889	7.56
41.22416667	7.57
41.22444444	7.57
41.22472222	7.57
41.225	7.57
41.22527778	7.57
41.22555556	7.57
41.22583333	7.57
41.22611111	7.57
41.22638889	7.57
41.22666667	7.57
41.22694444	7.57
41.22722222	7.57
41.2275	7.57
41.22777778	7.57
41.22805556	7.57
41.22833333	7.57
41.22861111	7.57
41.22888889	7.57
41.22916667	7.57
41.22944444	7.57
41.22972222	7.57
41.23	7.57
41.23027778	7.57
41.23055556	7.56
41.23083333	7.57
41.23111111	7.57
41.23138889	7.57
